text,Label
"yg dapat Yg IPK 4 aja, luar biasa ya beasiswa kali ini, sangat tidak manusiawi... pd hal itu jg anggaran negara tp kalian mempersulit. thn ini beasis payahnya keterlaluan",Negatif
Sy pendaftar jg. Td masuk skoring. Sy masuk di s. 2 unmul. Dn akhirx tdk masuk skoring,Negatif
Indikator penilaian skoring ini apa sj itemnya.? Junlah skoring kita gak di munculkan.,Negatif
@alpatnoor itu sudah tahun sebelumnya aman aja kenapa kah tahun ini kada beres untuk persyaratan masi sama kenapakah kada lolos ????,Negatif
Mengheningkan cipta dimulai,Negatif
"ipk 3,9 tetap ga lolos karna akre B, sedih bgt????",Negatif
"duh gak lolos masuk skor nihh, psti temenku yg kaya raya masuk deh.",Negatif
@fionadika dananya di sunat buat IKN???œ,Negatif
@firlyannda @vitriaa24 ah udh ga kaget knapa skoringnya setinggi ini wkwk ytta ???,Negatif
"Gaada kasian kasiannya kalian sama hak orang yang harusnya dibantu sama program tapi malah kalian salah gunakan kalian sampingkan,heh kalian yang kerja di bawah naungan beasiswa ini kalian kira duit yang kalian makan itu HALAL?",Negatif
"jangan diam diam aja kalian, kalian gatau isi hati orang kedepannya kalian bakal jadi apa!",Negatif
"Akreditasi prodi spesialis A, dari UI akreditasi A, IPK 3.6+ gak lolos...
Ruined my dreams",Negatif
"Lucu aja sih,iya kl di sini banyak univ dengan akreditasi A gpp ya....lha akre aja bnyakan B (sukur2 ini sudah) malah dinaikin skoringnya..maunya apa?",Negatif
Emang ada yg lolos skoring kayak gini...lha IPK 4 akre B aja gak lolos,Negatif
"Lah ga lolos verifikasi administrasi krna biaya ukt ga sesuai sma yg Bru, kn kta ngitutin  byar SPP pas awl buka pendaftaran. Sedih bnget pdhl skor tinggi",Negatif
Kasian yg univnya non unggulan/prodinya bukan akre A,Negatif
"Transparansi nya mana nih kak banyak yg skoring diatas ambang batas, banyak yg sudah sesuai sama syarat ketentuan tpi ko ga lolos, klo emang anggaran kurang harusnya ada transparansi dong siapa aja yg dapat dan nilai skorsing nya berapa harus nya gitu biar fair.",Negatif
SD ga ada yg lolos kah ini ???›,Negatif
"@abdullatiif04 yg tuntas jg lebih tinggi kok lihat sj skoring tuntas S1 335 & S2 334.. sy S2 akuntansi unmul IPK 3,9 skoring 326,6 gak dpt jg..",Negatif
"Dapatnya sedikit tapi syarat nilainya tinggi banget, anakku sd ga dpt ????... Makanya dulu ak wkt kuliah mending ngajuin beasiswa diperush ortu kerja, dptnya banyak euy 3kali lipat dr ini ???",Negatif
Apa gunanya min di kasih minimal nilai IPK klw begini hasilnya???› sakit hati bgt sama skoring,Negatif
"Gak jelas seleksi nilai nya, syarat dan ketentuan nilai nya gk sesuai kenyataan yg nilai nya lebih rendah lolos yg tinggi gk lolos padahal satu lingkungan pendidikan ???œ",Negatif
"Duitnya lagi dibutuh2in bgt buat bayar semester, malah zonk, kocak bgtt tahun inii????",Negatif
"skoringnya kacau, padahal cukup berharap karena sudah mati-matian ngejar IPK 4 ??????¯",Negatif
"jangan jahat pak/bu, kasian orang tua kita""",Negatif
@alpatnoor benar beasiswa banyak aturan...mending sekolah gratis aja dari pada beasiswa,Negatif
Kecewa banget yang ipknya udah bagus tapi akreditas prodi dan kampus harus A,Negatif
"bilang aja dari awal kalau khusus kampus / prodi akreditas A, Rugi beli materai",Negatif
"tinggu kali ya skoring nya, gimana ya yang ngarepin besiswa tapi malah ga lolos karena skoring nya tinggi banget huhuhu",Negatif
@pucuksingkong_ aku s2 kak. ipk 4. KADA LOLOS. wkwkwkw lawakkkk lawakkkk,Negatif
"Ipk 3.64 tp gegara prodi baru naik A malah ga lolos... 3x daftar ikutan ga lolos, kecewa berat... Butuh bgt buat skripsian pdhl ????????",Negatif
"bela2in pertahanin IPK 4 tetap gk lolos, jadi males kuliah ????",Negatif
"@novelfirmanz mas kitani kuliah di daerah kaltim, tpi mas cb liat di web akre kampus dan prodi universitas di kaltim rata rata B mas dan yg A rata rata luar kaltim, kami yg tidak lolos dikarenakan skoring kecewa mas karena banyak beasiswa yg kami tolak demi ini, siapa si mas yg ga pede ipk 4 ga daftar kaltimtuntas? tidak usah munafik mas kita ni,seharusnya beasiswa kaltim bedakan kampus luar kaltim dan dalam kaltim agar adil mas, mau sampe spek profesor jg ga lolos mas, klo mas nya nyalahin kampus atau universitas nya gbsa mas, salahin dinas pendidikan tuh kenapa kualitas pendidikan di kaltim bisa segitu untuk mahasiswa, intinya harus adil, bnyk mas mahasiswa yg nolak beasiswa lain demi kaltimtuntas kasian asli",Negatif
"@dovpb Pengalaman tmn daftar tuntas akademik S2 thn 2021. dg akreditasi kmpus A dan prodi unggul plus ipk tinggi aja bisa gak lulus. Itu yg emg hrus jdi pertimbangan awal mau masuk pascasarjana di kampus mana dg bantuan BKT. Akreditasi kampus dan prodi sepertinya jdi pertimbangan paling awal buat lulus. Kan tau sendiri yaa kalau masuk S2 gak sesusah masuk S1, jd pasti bersaingnya sama anak UI, UGM, IPB, ITB dll. Terlebih skrng anggarannya dipotong, dg UKT yg jg udah pada naik drastis. Jadi kemungkinan selain udh kalah dg yg akreditasinya A, uang anggarannya jg udh abis. Beda sama tahun lalu, masih ada kesempatan dg tahap 2 krn anggarannya lebih. Agak kaget jg Unmul turun jadi B. Semoga bisa menjawab dan dapat beasiswa di lain tempat",Negatif
Skoringnya gak masuk akal.. brp jumlah total penerima beasiswanya nih min? Jdi penasaran beneran ada yg terima gak klo gini? Atau yg terima malah ternyata gak sesuai persyaratan ups ????,Negatif
"Jadi semua persyaratan sebenarnya untuk akre univ A dan prodi A . biar nilai di atas 3,0 kalau akre mu B ya ngga dapat . harus di cantumkan kalau akre yg B minimal dapat IPK 4,00 ???? harusnya syarat lolosnya di tau di awal biar kita hitung bisa lolos atau Tidak . jangan nnti pengumuman bgni baru kaget liat nilai kelulusan minimal sekian . nilaiku 3,34 akre univ dan prodi B dapat skoring 295.818 berharap lolos ternyata di luar nalar batas kelolosan ??? gpp lah yang penting sdh mencoba ????",Negatif
"berharap bgt dapat soalnya lgi skripsian, point kurang 182 lagi :''",Negatif
"Beasiswa kocak akre B dengan skor 318,000 bsa masuk tuntas kyapa???œ sdngkan saya akre A skor 318,000 tidak masuk",Negatif
skoring nya tinggi banget min ???› kecewaa ??®ÿ,Negatif
"Saya bingung standar skoring ini bagaimana, sy mahasiswa S3, akreditasi prodi saya A, kampus juga A. ???????",Negatif
Hidup di negeri konoha gini amat ya allah???›,Negatif
"Ngeri betul skoring tahun ini, biarpun ipk 4.0 tapi kalau akreditasi prodi dan univ B, untuk S2 juga masih belum tentu tembus ????",Negatif
Kayaknya ngk usah aja skalian buat program beasiswanya????,Negatif
"Agak lain sih dari sebanyak itu yg daftar masa ga ada yg lolos satupun,udh nunggu lama ternyata ga ada yg lolos ???›",Negatif
"Ipk ku bagus, cuma kalah skoring gara2 akreditasi kampus di beda2in termasuk temen2ku yg pintar2 lainnya sedih bgt???›???›",Negatif
"ya allah sedih bgtt udah berharap dapet ternyata engga, padahal ipk bagus???›",Negatif
Trnyata g cuma aku yg skoringnya rendah??? gpp semoga kita di berikan rezeki yang lain,Negatif
gak ada adilnya program kaltim tuntas ini. daripada menaikkan standar minimal skoring mending adakan aja program baru untuk kampus dan prodi akreditasi A. percuma kalau kyk gini jadinya. mahasiswa yang udah berusaha dapetin nilai tinggi usaha nya sia sia sekalipun dia dapat IPK 4.0 cuma karena terhalang akreditasi.,Negatif
"untuk stimulan khusus hafidz/ah skoringnya gak ngotak, melebihi skoring yg stimulan prestasi akademik, seharusnya kebalik dong, prestasi akademik yg lebih tinggi skoring, karena mengacu pada prestasi akademik dan berkaitan dengan akreditasi kampus, sedangkan stimulan khusus hafidz/ah harusnya skoring nya lebih rendah karena fokus pada sesuai namanya yaitu beasiswa stimulan khusus hafidz/ah, semoga berbenah ????????",Negatif
"@dayangannaa jgn Kak kalau ragu ragu, kalau mau gambling dgn pendidikan gas????. Ga bisa diprediksi soalnya dunia pendidikan dikaltim ini????",Negatif
"@deswita.scj juknis persyaratan itu gak jadi masalah juknis itu malah bagus ngebantu mengira ngira dapat skor berapa kita, mbanya itu gak lolos karena banyak orang di atas mba banyak yang punya akreditasi lebih bagus jadi batas minimum skor itu jadi naik drastis (juga dipengaruhi karena turunnya anggaran)",Negatif
@ardhi_pandawa sabar bang kita juga sama. Lagi nyusun skripsi butuh dana lumayan belum buat wisuda nanti,Negatif
Skoring diluar nalar ini sudah???›,Negatif
